순번,연도,관할기관,이름,소속,직위,본인과의 관계,종전가액,증가액,감소액,현재가액
224,2012,국회공직자윤리위원회,김무성,국회,국회의원,총계,"14,922,704 ","10,024,236 ","10,158,668 ","14,788,272 "
225,2012,국회공직자윤리위원회,김부겸,국회,국회의원,토지,"7,548 ",0 ,2 ,"7,546 "
226,2012,국회공직자윤리위원회,김부겸,국회,국회의원,건물,"356,000 ",0 ,"28,000 ","328,000 "
227,2012,국회공직자윤리위원회,김부겸,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"33,000 ",0 ,"14,130 ","18,870 "
228,2012,국회공직자윤리위원회,김부겸,국회,국회의원,예금,"119,282 ","18,542 ","24,211 ","113,613 "
229,2012,국회공직자윤리위원회,김부겸,국회,국회의원,채무,"-48,238 ",0 ,"-28,238 ","-20,000 "
230,2012,국회공직자윤리위원회,김부겸,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
231,2012,국회공직자윤리위원회,김부겸,국회,국회의원,총계,"467,592 ","18,542 ","38,105 ","448,029 "
232,2012,국회공직자윤리위원회,김상희,국회,국회의원,토지,1 ,0 ,0 ,1 
233,2012,국회공직자윤리위원회,김상희,국회,국회의원,건물,"256,000 ",0 ,0 ,"256,000 "
234,2012,국회공직자윤리위원회,김상희,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,720 ",0 ,"1,110 ","20,610 "
235,2012,국회공직자윤리위원회,김상희,국회,국회의원,예금,"543,309 ","60,631 ","126,873 ","477,067 "
236,2012,국회공직자윤리위원회,김상희,국회,국회의원,유가증권,"49,140 ","39,555 ","49,140 ","39,555 "
237,2012,국회공직자윤리위원회,김상희,국회,국회의원,총계,"870,170 ","100,186 ","177,123 ","793,233 "
238,2012,국회공직자윤리위원회,김선동,국회,국회의원,건물,"708,800 ",0 ,"33,500 ","675,300 "
239,2012,국회공직자윤리위원회,김선동,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,560 ",0 ,530 ,"3,030 "
240,2012,국회공직자윤리위원회,김선동,국회,국회의원,예금,"491,909 ","356,803 ","395,156 ","453,556 "
241,2012,국회공직자윤리위원회,김선동,국회,국회의원,총계,"1,204,269 ","356,803 ","429,186 ","1,131,886 "
242,2012,국회공직자윤리위원회,金先東,국회,국회의원,토지,"45,550 ","2,995 ","19,764 ","28,781 "
243,2012,국회공직자윤리위원회,金先東,국회,국회의원,건물,"115,000 ",0 ,"12,000 ","103,000 "
244,2012,국회공직자윤리위원회,金先東,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,"18,036 ",0 ,"18,036 "
245,2012,국회공직자윤리위원회,金先東,국회,국회의원,예금,"30,912 ","124,652 ","30,912 ","124,652 "
246,2012,국회공직자윤리위원회,金先東,국회,국회의원,채무,"-63,842 ","-179,122 ","-25,999 ","-216,965 "
247,2012,국회공직자윤리위원회,金先東,국회,국회의원,총계,"127,620 ","-33,439 ","36,677 ","57,504 "
248,2012,국회공직자윤리위원회,김성곤,국회,국회의원,건물,"585,876 ","101,256 ","100,000 ","587,132 "
249,2012,국회공직자윤리위원회,김성곤,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,000 ","27,770 ","3,000 ","27,770 "
250,2012,국회공직자윤리위원회,김성곤,국회,국회의원,예금,"256,809 ","34,958 ","41,582 ","250,185 "
251,2012,국회공직자윤리위원회,김성곤,국회,국회의원,채무,"-310,418 ","-248,989 ","-200,488 ","-358,919 "
252,2012,국회공직자윤리위원회,김성곤,국회,국회의원,총계,"535,267 ","-85,005 ","-55,906 ","506,168 "
253,2012,국회공직자윤리위원회,김성동,국회,국회의원,건물,"470,000 ","350,000 ","55,000 ","765,000 "
254,2012,국회공직자윤리위원회,김성동,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,670 ",0 ,0 ,"30,670 "
255,2012,국회공직자윤리위원회,김성동,국회,국회의원,예금,"490,852 ","460,184 ","462,867 ","488,169 "
256,2012,국회공직자윤리위원회,김성동,국회,국회의원,채무,"-417,786 ","-362,115 ","-10,842 ","-769,059 "
257,2012,국회공직자윤리위원회,김성동,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
258,2012,국회공직자윤리위원회,김성동,국회,국회의원,총계,"573,736 ","448,069 ","507,025 ","514,780 "
259,2012,국회공직자윤리위원회,김성수,국회,국회의원,건물,"660,760 ","1,520 ",0 ,"662,280 "
260,2012,국회공직자윤리위원회,김성수,국회,국회의원,예금,"38,625 ","62,680 ","18,667 ","82,638 "
261,2012,국회공직자윤리위원회,김성수,국회,국회의원,채권,"130,000 ",0 ,0 ,"130,000 "
262,2012,국회공직자윤리위원회,김성수,국회,국회의원,채무,"-212,600 ",0 ,0 ,"-212,600 "
263,2012,국회공직자윤리위원회,김성수,국회,국회의원,총계,"616,785 ","64,200 ","18,667 ","662,318 "
264,2012,국회공직자윤리위원회,김성순,국회,국회의원,토지,"8,591 ","56,819 ",0 ,"65,410 "
265,2012,국회공직자윤리위원회,김성순,국회,국회의원,건물,"1,839,928 ","15,909 ",0 ,"1,855,837 "
266,2012,국회공직자윤리위원회,김성순,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,460 ",0 ,0 ,"17,460 "
267,2012,국회공직자윤리위원회,김성순,국회,국회의원,예금,"535,681 ","335,973 ","408,385 ","463,269 "
268,2012,국회공직자윤리위원회,김성순,국회,국회의원,채무,"-120,000 ",0 ,0 ,"-120,000 "
269,2012,국회공직자윤리위원회,김성순,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
270,2012,국회공직자윤리위원회,김성순,국회,국회의원,총계,"2,281,660 ","408,701 ","408,385 ","2,281,976 "
271,2012,국회공직자윤리위원회,김성식,국회,국회의원,건물,"551,000 ",0 ,"101,000 ","450,000 "
272,2012,국회공직자윤리위원회,김성식,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,620 ",0 ,620 ,"5,000 "
273,2012,국회공직자윤리위원회,김성식,국회,국회의원,예금,"226,907 ","130,741 ","79,618 ","278,030 "
274,2012,국회공직자윤리위원회,김성식,국회,국회의원,채무,"-240,958 ","-5,417 ","-70,998 ","-175,377 "
275,2012,국회공직자윤리위원회,김성식,국회,국회의원,총계,"542,569 ","125,324 ","110,240 ","557,653 "
276,2012,국회공직자윤리위원회,김성조,국회,국회의원,토지,"1,054,810 ","79,129 ",0 ,"1,133,939 "
277,2012,국회공직자윤리위원회,김성조,국회,국회의원,건물,"845,082 ","53,660 ",0 ,"898,742 "
278,2012,국회공직자윤리위원회,김성조,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,420 ",0 ,"1,220 ","19,200 "
279,2012,국회공직자윤리위원회,김성조,국회,국회의원,예금,"224,451 ","139,455 ","90,342 ","273,564 "
280,2012,국회공직자윤리위원회,김성조,국회,국회의원,유가증권,"13,980 ",0 ,"1,530 ","12,450 "
281,2012,국회공직자윤리위원회,김성조,국회,국회의원,채무,"-785,300 ","-205,300 ",0 ,"-990,600 "
282,2012,국회공직자윤리위원회,김성조,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
283,2012,국회공직자윤리위원회,김성조,국회,국회의원,총계,"1,373,443 ","66,944 ","93,092 ","1,347,295 "
284,2012,국회공직자윤리위원회,김성태,국회,국회의원,건물,"791,000 ","486,100 ","47,000 ","1,230,100 "
285,2012,국회공직자윤리위원회,김성태,국회,국회의원,예금,"854,644 ","111,357 ","551,780 ","414,221 "
286,2012,국회공직자윤리위원회,김성태,국회,국회의원,유가증권,"73,929 ","66,385 ","8,583 ","131,731 "
287,2012,국회공직자윤리위원회,김성태,국회,국회의원,채무,"-585,507 ","-70,000 ",-307 ,"-655,200 "
288,2012,국회공직자윤리위원회,김성태,국회,국회의원,총계,"1,134,066 ","593,842 ","607,056 ","1,120,852 "
289,2012,국회공직자윤리위원회,김성회,국회,국회의원,토지,"601,450 ","19,156 ",0 ,"620,606 "
290,2012,국회공직자윤리위원회,김성회,국회,국회의원,건물,"311,048 ",55 ,"80,000 ","231,103 "
291,2012,국회공직자윤리위원회,김성회,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"60,370 ","34,600 ","30,840 ","64,130 "
292,2012,국회공직자윤리위원회,김성회,국회,국회의원,현금,"5,000 ",0 ,"5,000 ",0 
293,2012,국회공직자윤리위원회,김성회,국회,국회의원,예금,"84,531 ","2,383 ","60,016 ","26,898 "
294,2012,국회공직자윤리위원회,김성회,국회,국회의원,유가증권,"140,216 ",0 ,19 ,"140,197 "
295,2012,국회공직자윤리위원회,김성회,국회,국회의원,채무,"-705,004 ","-259,894 ","-299,155 ","-665,743 "
296,2012,국회공직자윤리위원회,김성회,국회,국회의원,지식재산권,,,,
297,2012,국회공직자윤리위원회,김성회,국회,국회의원,총계,"497,611 ","-203,700 ","-123,280 ","417,191 "
298,2012,국회공직자윤리위원회,김세연,국회,국회의원,토지,"7,987,778 ","140,584 ","49,848 ","8,078,514 "
299,2012,국회공직자윤리위원회,김세연,국회,국회의원,건물,"12,231,928 ","325,736 ","11,000 ","12,546,664 "
300,2012,국회공직자윤리위원회,김세연,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"60,010 ","30,590 ","6,480 ","84,120 "
301,2012,국회공직자윤리위원회,김세연,국회,국회의원,예금,"1,167,724 ","121,604 ","520,944 ","768,384 "
302,2012,국회공직자윤리위원회,김세연,국회,국회의원,유가증권,"61,512,324 ","31,644,279 ","15,054 ","93,141,549 "
303,2012,국회공직자윤리위원회,김세연,국회,국회의원,채권,"159,618 ",0 ,"18,700 ","140,918 "
304,2012,국회공직자윤리위원회,김세연,국회,국회의원,채무,"-1,037,669 ","-33,143 ","-200,000 ","-870,812 "
305,2012,국회공직자윤리위원회,김세연,국회,국회의원,회원권,"425,426 ","283,774 ","2,000 ","707,200 "
306,2012,국회공직자윤리위원회,김세연,국회,국회의원,비영리법인에의한 출연재산,0,0,0,0
307,2012,국회공직자윤리위원회,김세연,국회,국회의원,총계,"82,507,139 ","32,513,424 ","424,026 ","114,596,537 "
308,2012,국회공직자윤리위원회,김소남,국회,국회의원,토지,"659,736 ","33,669 ",0 ,"693,405 "
309,2012,국회공직자윤리위원회,김소남,국회,국회의원,건물,"5,593,036 ","163,959 ",0 ,"5,756,995 "
310,2012,국회공직자윤리위원회,김소남,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"49,630 ",0 ,"23,374 ","26,256 "
311,2012,국회공직자윤리위원회,김소남,국회,국회의원,예금,"611,575 ","517,057 ","529,221 ","599,411 "
312,2012,국회공직자윤리위원회,김소남,국회,국회의원,유가증권,"989,000 ",0 ,0 ,"989,000 "
313,2012,국회공직자윤리위원회,김소남,국회,국회의원,채무,"-4,143,299 ","-310,000 ","-324,904 ","-4,128,395 "
314,2012,국회공직자윤리위원회,김소남,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
315,2012,국회공직자윤리위원회,김소남,국회,국회의원,총계,"3,759,678 ","404,685 ","227,691 ","3,936,672 "
316,2012,국회공직자윤리위원회,김영록,국회,국회의원,토지,"8,819 ",430 ,0 ,"9,249 "
317,2012,국회공직자윤리위원회,김영록,국회,국회의원,건물,"520,825 ",0 ,0 ,"520,825 "
318,2012,국회공직자윤리위원회,김영록,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"23,270 ",0 ,"5,030 ","18,240 "
319,2012,국회공직자윤리위원회,김영록,국회,국회의원,예금,"251,074 ","68,830 ","112,002 ","207,902 "
320,2012,국회공직자윤리위원회,김영록,국회,국회의원,채무,"-30,000 ",0 ,"-30,000 ",0 
321,2012,국회공직자윤리위원회,김영록,국회,국회의원,총계,"773,988 ","69,260 ","87,032 ","756,216 "
322,2012,국회공직자윤리위원회,김영선,국회,국회의원,토지,"30,400 ",0 ,0 ,"30,400 "
323,2012,국회공직자윤리위원회,김영선,국회,국회의원,건물,"1,981,116 ",0 ,0 ,"1,981,116 "
324,2012,국회공직자윤리위원회,김영선,국회,국회의원,예금,"299,063 ","706,611 ","237,017 ","768,657 "
325,2012,국회공직자윤리위원회,김영선,국회,국회의원,채권,"150,000 ",0 ,0 ,"150,000 "
326,2012,국회공직자윤리위원회,김영선,국회,국회의원,채무,"-474,641 ","-352,316 ","-30,641 ","-796,316 "
327,2012,국회공직자윤리위원회,김영선,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
328,2012,국회공직자윤리위원회,김영선,국회,국회의원,총계,"1,985,938 ","354,295 ","206,376 ","2,133,857 "
329,2012,국회공직자윤리위원회,김영우,국회,국회의원,건물,"403,000 ",0 ,0 ,"403,000 "
330,2012,국회공직자윤리위원회,김영우,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,000 ",0 ,"2,140 ","14,860 "
331,2012,국회공직자윤리위원회,김영우,국회,국회의원,예금,"117,485 ","60,191 ","6,931 ","170,745 "
332,2012,국회공직자윤리위원회,김영우,국회,국회의원,채무,"-22,640 ","-36,175 ","-2,640 ","-56,175 "
333,2012,국회공직자윤리위원회,김영우,국회,국회의원,총계,"514,845 ","24,016 ","6,431 ","532,430 "
334,2012,국회공직자윤리위원회,김영진,국회,국회의원,토지,"26,263 ","1,885 ","1,244 ","26,904 "
335,2012,국회공직자윤리위원회,김영진,국회,국회의원,건물,"1,155,140 ","457,530 ","221,000 ","1,391,670 "
336,2012,국회공직자윤리위원회,김영진,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,000 ",0 ,"5,000 ","10,000 "
337,2012,국회공직자윤리위원회,김영진,국회,국회의원,예금,"369,353 ","83,547 ","122,237 ","330,663 "
338,2012,국회공직자윤리위원회,김영진,국회,국회의원,채무,0 ,"-224,886 ",0 ,"-224,886 "
339,2012,국회공직자윤리위원회,김영진,국회,국회의원,총계,"1,565,756 ","318,076 ","349,481 ","1,534,351 "
340,2012,국회공직자윤리위원회,김영환,국회,국회의원,토지,"58,072 ","1,759 ",0 ,"59,831 "
341,2012,국회공직자윤리위원회,김영환,국회,국회의원,건물,"2,793,500 ","100,000 ",0 ,"2,893,500 "
342,2012,국회공직자윤리위원회,김영환,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"104,999 ","801,951 ",0 ,"906,950 "
343,2012,국회공직자윤리위원회,김영환,국회,국회의원,예금,"254,761 ","88,509 ","63,264 ","280,006 "
344,2012,국회공직자윤리위원회,김영환,국회,국회의원,유가증권,"277,920 ",0 ,0 ,"277,920 "
345,2012,국회공직자윤리위원회,김영환,국회,국회의원,채무,"-3,078,731 ","-948,839 ","-29,644 ","-3,997,926 "
346,2012,국회공직자윤리위원회,김영환,국회,국회의원,총계,"410,521 ","43,380 ","33,620 ","420,281 "
347,2012,국회공직자윤리위원회,김옥이,국회,국회의원,토지,"1,497 ",0 ,0 ,"1,497 "
348,2012,국회공직자윤리위원회,김옥이,국회,국회의원,건물,"1,873,045 ","88,477 ","1,062,178 ","899,344 "
349,2012,국회공직자윤리위원회,김옥이,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,"11,000 ",0 ,"11,000 "
350,2012,국회공직자윤리위원회,김옥이,국회,국회의원,현금,"158,000 ","200,000 ",0 ,"358,000 "
351,2012,국회공직자윤리위원회,김옥이,국회,국회의원,예금,"220,573 ","376,133 ","50,541 ","546,165 "
352,2012,국회공직자윤리위원회,김옥이,국회,국회의원,유가증권,"14,115 ",480 ,"4,775 ","9,820 "
353,2012,국회공직자윤리위원회,김옥이,국회,국회의원,채무,"-1,062,937 ","-68,320 ","-587,309 ","-543,948 "
354,2012,국회공직자윤리위원회,김옥이,국회,국회의원,보석류,"5,000 ",0 ,0 ,"5,000 "
